Date_Time_1,subjectsID,Group,Expriments Times,DarkLight,EatRestrict,AllMeters (m),FoodUpa (gram),Pedmeters (m),WaterUpa (gram),BodyMass (gram),bodytemp,envirolightlux,envirooccupancy,envirorh,envirosound,envirotemp,Kcal_hr (kcal/hr),RER,si13c,Co2 ml/min,Vo2 ml/min,zbreak,Locomotion (brakes)
2022-03-20 11:43:25,14,Late_TRF,2022-03-20 03:43:25,light,Restrict,0.0,0.0,0.0,0.0,33.89705,-1.0,,,,,,0.6386963,0.7535097,-1.0,1.679721,2.22968,0.0,0.0
2022-03-20 11:43:25,15,Late_TRF,2022-03-20 03:43:25,light,Restrict,0.1552299999999995,0.0,0.0,0.0,33.64738,-1.0,,,,,,0.6167672,0.8193638,-1.0,1.737324,2.120775,0.0,80.0
2022-03-20 11:43:25,16,Late_TRF,2022-03-20 03:43:25,light,Restrict,0.0,0.0,0.0,0.0,33.20259,-1.0,,,,,,0.6091439,0.7922556,-1.0,1.669252,2.107639,0.0,0.0
2022-03-20 11:48:25,13,Late_TRF,2022-03-20 03:48:25,light,Restrict,2.074530000000003,0.0,1.5320999999999998,0.0,28.30634,-1.0,,,,,,0.6836323,0.7984768,-1.0,1.887885,2.361296,0.0,139.0
2022-03-20 11:48:25,14,Late_TRF,2022-03-20 03:48:25,light,Restrict,0.1253799999999998,0.0,0.1079000000000007,0.0,33.62658,-1.0,,,,,,0.5846415,0.7411689,-1.0,1.517617,2.046572,0.0,127.0
2022-03-20 11:48:25,15,Late_TRF,2022-03-20 03:48:25,light,Restrict,0.1174900000000001,0.0,0.0,0.0,33.64738,-1.0,,,,,,0.5488421,0.7997134,-1.0,1.517429,1.895228,0.0,4.0
2022-03-20 11:48:25,16,Late_TRF,2022-03-20 03:48:25,light,Restrict,0.0,0.0,0.0,0.0,33.19444,-1.0,,,,,,0.5555528,0.8109552,-1.0,1.552245,1.913836,0.0,0.0
2022-03-20 11:53:25,13,Late_TRF,2022-03-20 03:53:25,light,Restrict,0.3898200000000003,0.0,0.064860000000003,0.0,28.31092,-1.0,,,,,,0.519011,0.7632445,-1.0,1.378952,1.807933,0.0,113.0
2022-03-20 11:53:25,14,Late_TRF,2022-03-20 03:53:25,light,Restrict,1.500420000000002,0.0,1.2696000000000005,0.0,33.56253,-1.0,,,,,,0.7219918,0.7479593,-1.0,1.887657,2.523585,0.0,92.0
2022-03-20 11:53:25,15,Late_TRF,2022-03-20 03:53:25,light,Restrict,0.0421699999999987,0.0,0.0021299999999992,0.0,33.64738,-1.0,,,,,,0.5160075,0.8010551,-1.0,1.429745,1.780976,0.0,34.0
2022-03-20 11:53:25,16,Late_TRF,2022-03-20 03:53:25,light,Restrict,0.0,0.0,0.0,0.0,33.18628,-1.0,,,,,,0.5321202,0.7967415,-1.0,1.465127,1.839188,0.0,0.0
2022-03-20 11:58:25,13,Late_TRF,2022-03-20 03:58:25,light,Restrict,0.4110699999999951,0.0,0.0141599999999968,0.0,28.3155,-1.0,,,,,,0.5407388,0.7569066,-1.0,1.427331,1.886244,0.0,122.0
2022-03-20 11:58:25,14,Late_TRF,2022-03-20 03:58:25,light,Restrict,0.0713599999999985,0.0,0.0635899999999978,0.0,33.70627,-1.0,,,,,,0.6013017,0.7307797,-1.0,1.54302,2.1099,0.0,0.0
2022-03-20 11:58:25,15,Late_TRF,2022-03-20 03:58:25,light,Restrict,0.0902100000000025,0.0,0.0081799999999994,0.0,33.64738,-1.0,,,,,,0.5364661,0.8021423,-1.0,1.485806,1.851763,0.0,0.0
2022-03-20 11:58:25,16,Late_TRF,2022-03-20 03:58:25,light,Restrict,0.0,0.0,0.0,0.0,33.17813,-1.0,,,,,,0.5267012,0.7963315,-1.0,1.449679,1.820606,0.0,0.0
2022-03-20 12:03:25,13,Late_TRF,2022-03-20 04:03:25,light,Restrict,0.2922600000000059,0.0,0.0,0.0,28.32009,-1.0,,,,,,0.5833284,0.7569259,-1.0,1.539839,2.034783,0.0,67.0
2022-03-20 12:03:25,14,Late_TRF,2022-03-20 04:03:25,light,Restrict,0.0,0.0,0.0,0.0,33.85002,-1.0,,,,,,0.520237,0.7347757,-1.0,1.340612,1.823877,0.0,0.0
2022-03-20 12:03:25,15,Late_TRF,2022-03-20 04:03:25,light,Restrict,0.0099799999999987,0.0,0.0,0.0,33.64738,-1.0,,,,,,0.5182231,0.8239609,-1.0,1.467731,1.779686,0.0,4.0
2022-03-20 12:03:25,16,Late_TRF,2022-03-20 04:03:25,light,Restrict,0.0,0.0,0.0,0.0,33.16997,-1.0,,,,,,0.5250784,0.7852361,-1.0,1.428863,1.819585,0.0,0.0
2022-03-20 12:08:25,13,Late_TRF,2022-03-20 04:08:25,light,Restrict,0.1062799999999981,0.0,0.0177600000000026,0.0,28.32467,-1.0,,,,,,0.5371855,0.7672195,-1.0,1.434895,1.869094,0.0,14.0
